company_id,quarter,disclosure_risk_score,rnd_ratio,major_event_flag,disclosure_summary_ko
C019,2022Q2,0.35666,0.01115,0,합성 데이터: 특이 공시 없음
C019,2022Q3,0.28433,0.06229,0,합성 데이터: 특이 공시 없음
C019,2022Q4,0.57804,0.02431,0,합성 데이터: 특이 공시 없음
C019,2023Q1,0.43928,0.02683,0,합성 데이터: 특이 공시 없음
C019,2023Q2,0.42092,0.01398,0,합성 데이터: 특이 공시 없음
C019,2023Q3,0.50234,0.0414,0,합성 데이터: 특이 공시 없음
C019,2023Q4,0.49856,0.04129,0,합성 데이터: 특이 공시 없음
C019,2024Q1,0.27836,0.02781,0,합성 데이터: 특이 공시 없음
C019,2024Q2,0.41245,0.02961,1,합성 데이터: 특이 공시 없음
C019,2024Q3,0.46188,0.06284,0,합성 데이터: 특이 공시 없음
C019,2024Q4,0.39697,0.03718,0,합성 데이터: 특이 공시 없음
C019,2025Q1,0.3652,0.0282,0,합성 데이터: 특이 공시 없음
C019,2025Q2,0.49321,0.00567,0,합성 데이터: 특이 공시 없음
C019,2025Q3,0.3175,0.03708,0,합성 데이터: 특이 공시 없음
C019,2025Q4,0.52418,0.06578,0,합성 데이터: 특이 공시 없음
C020,2021Q1,0.56547,0.0298,0,합성 데이터: 특이 공시 없음
C020,2021Q2,0.37471,0.04106,0,합성 데이터: 특이 공시 없음
C020,2021Q3,0.3265,0.03184,0,합성 데이터: 특이 공시 없음
C020,2021Q4,0.57681,0.03855,0,합성 데이터: 특이 공시 없음
C020,2022Q1,0.60856,0.03754,0,합성 데이터: 특이 공시 없음
C020,2022Q2,0.39053,0.03044,0,합성 데이터: 특이 공시 없음
C020,2022Q3,0.47638,0.0537,0,합성 데이터: 특이 공시 없음
C020,2022Q4,0.44376,0.04184,0,합성 데이터: 특이 공시 없음
C020,2023Q1,0.46016,0.0144,0,합성 데이터: 특이 공시 없음
C020,2023Q2,0.43827,0.08014,0,합성 데이터: 특이 공시 없음
C020,2023Q3,0.51507,0.03743,0,합성 데이터: 특이 공시 없음
C020,2023Q4,0.5978,0.03354,0,합성 데이터: 특이 공시 없음
C020,2024Q1,0.52364,0.02469,0,합성 데이터: 특이 공시 없음
C020,2024Q2,0.40628,0.04877,0,합성 데이터: 특이 공시 없음
C020,2024Q3,0.44547,0.03705,0,합성 데이터: 특이 공시 없음
C020,2024Q4,0.37834,0.0,0,합성 데이터: 특이 공시 없음
C020,2025Q1,0.36893,0.0563,0,합성 데이터: 특이 공시 없음
C020,2025Q2,0.43791,0.05575,0,합성 데이터: 특이 공시 없음
C020,2025Q3,0.47842,0.03059,0,합성 데이터: 특이 공시 없음
C020,2025Q4,0.58152,0.03818,0,합성 데이터: 특이 공시 없음
C021,2021Q1,0.5447,0.05159,0,합성 데이터: 특이 공시 없음
C021,2021Q2,0.43943,0.05138,0,합성 데이터: 특이 공시 없음
C021,2021Q3,0.47554,0.05423,0,합성 데이터: 특이 공시 없음
C021,2021Q4,0.42191,0.06805,0,합성 데이터: 특이 공시 없음
C021,2022Q1,0.26755,0.02016,0,합성 데이터: 특이 공시 없음
C021,2022Q2,0.432,0.07887,0,합성 데이터: 특이 공시 없음
C021,2022Q3,0.4675,0.06803,0,합성 데이터: 특이 공시 없음
C021,2022Q4,0.45203,0.08889,0,합성 데이터: 특이 공시 없음
C021,2023Q1,0.23699,0.0873,0,합성 데이터: 특이 공시 없음
C021,2023Q2,0.40735,0.06076,1,합성 데이터: 특이 공시 없음
C021,2023Q3,0.43599,0.0676,0,합성 데이터: 특이 공시 없음
C021,2023Q4,0.38209,0.09794,0,합성 데이터: 특이 공시 없음
C021,2024Q1,0.46665,0.08233,1,합성 데이터: 특이 공시 없음
C021,2024Q2,0.4477,0.07998,0,합성 데이터: 특이 공시 없음
C021,2024Q3,0.38867,0.05249,0,합성 데이터: 특이 공시 없음
C021,2024Q4,0.41081,0.08344,0,합성 데이터: 특이 공시 없음
C021,2025Q1,0.4162,0.07593,0,합성 데이터: 특이 공시 없음
C021,2025Q2,0.44413,0.08547,0,합성 데이터: 특이 공시 없음
C021,2025Q3,0.39774,0.07415,0,합성 데이터: 특이 공시 없음
C021,2025Q4,0.31172,0.05873,1,합성 데이터: 특이 공시 없음
C022,2021Q1,0.26156,0.0608,0,합성 데이터: 특이 공시 없음
C022,2021Q2,0.41852,0.06809,0,합성 데이터: 특이 공시 없음
C022,2021Q3,0.42276,0.08941,0,합성 데이터: 특이 공시 없음
C022,2021Q4,0.12697,0.07561,0,합성 데이터: 특이 공시 없음
C022,2022Q1,0.38254,0.06565,0,합성 데이터: 특이 공시 없음
C022,2022Q2,0.26348,0.0618,0,합성 데이터: 특이 공시 없음
C022,2022Q3,0.183,0.04731,0,합성 데이터: 특이 공시 없음
C022,2022Q4,0.3038,0.05088,0,합성 데이터: 특이 공시 없음
C022,2023Q1,0.28948,0.06657,0,합성 데이터: 특이 공시 없음
C022,2023Q2,0.26973,0.05017,0,합성 데이터: 특이 공시 없음
C022,2023Q3,0.27473,0.05537,0,합성 데이터: 특이 공시 없음
C022,2023Q4,0.43672,0.0462,0,합성 데이터: 특이 공시 없음
C022,2024Q1,0.28868,0.05023,0,합성 데이터: 특이 공시 없음
C022,2024Q2,0.26215,0.08617,0,합성 데이터: 특이 공시 없음
C022,2024Q3,0.25484,0.0443,0,합성 데이터: 특이 공시 없음
C022,2024Q4,0.28144,0.05524,0,합성 데이터: 특이 공시 없음
C022,2025Q1,0.32166,0.06869,0,합성 데이터: 특이 공시 없음
C022,2025Q2,0.38974,0.07349,0,합성 데이터: 특이 공시 없음
C022,2025Q3,0.40907,0.08343,0,합성 데이터: 특이 공시 없음
C022,2025Q4,0.31961,0.06147,0,합성 데이터: 특이 공시 없음
C023,2021Q1,0.72519,0.04091,1,합성 데이터: 공시 위험 신호 높음
C023,2021Q2,0.56837,0.05703,0,합성 데이터: 특이 공시 없음
C023,2021Q3,0.61374,0.03471,0,합성 데이터: 특이 공시 없음
C023,2021Q4,0.67485,0.04476,0,합성 데이터: 공시 위험 신호 높음
C023,2022Q1,0.53611,0.04661,0,합성 데이터: 특이 공시 없음
C023,2022Q2,0.66885,0.02176,0,합성 데이터: 공시 위험 신호 높음
C023,2022Q3,0.51718,0.02263,0,합성 데이터: 특이 공시 없음
C023,2022Q4,0.77471,0.04689,0,합성 데이터: 공시 위험 신호 높음
C023,2023Q1,0.73022,0.01477,0,합성 데이터: 공시 위험 신호 높음
C023,2023Q2,0.57127,0.05131,0,합성 데이터: 특이 공시 없음
C023,2023Q3,0.53755,0.04218,0,합성 데이터: 특이 공시 없음
C023,2023Q4,0.6826,0.03849,0,합성 데이터: 공시 위험 신호 높음
C023,2024Q1,0.74278,0.01713,0,합성 데이터: 공시 위험 신호 높음
C023,2024Q2,0.59785,0.04592,0,합성 데이터: 특이 공시 없음
C023,2024Q3,0.53346,0.05169,0,합성 데이터: 특이 공시 없음
C023,2024Q4,0.57791,0.01361,0,합성 데이터: 특이 공시 없음
C023,2025Q1,0.4839,0.01981,0,합성 데이터: 특이 공시 없음
C023,2025Q2,0.58697,0.03477,0,합성 데이터: 특이 공시 없음
C023,2025Q3,0.62569,0.02087,0,합성 데이터: 특이 공시 없음
C023,2025Q4,0.68637,0.05586,0,합성 데이터: 공시 위험 신호 높음
C024,2021Q1,0.32992,0.09147,0,합성 데이터: 특이 공시 없음
C024,2021Q2,0.33088,0.09405,0,합성 데이터: 특이 공시 없음
C024,2021Q3,0.2933,0.07694,1,합성 데이터: 특이 공시 없음
C024,2021Q4,0.20787,0.10679,0,합성 데이터: 특이 공시 없음
C024,2022Q1,0.39414,0.0656,0,합성 데이터: 특이 공시 없음
C024,2022Q2,0.29226,0.0589,0,합성 데이터: 특이 공시 없음
C024,2022Q3,0.40284,0.08317,0,합성 데이터: 특이 공시 없음
C024,2022Q4,0.51582,0.10282,0,합성 데이터: 특이 공시 없음
C024,2023Q1,0.27133,0.07057,0,합성 데이터: 특이 공시 없음
C024,2023Q2,0.25825,0.09211,0,합성 데이터: 특이 공시 없음
C024,2023Q3,0.42148,0.06893,0,합성 데이터: 특이 공시 없음
C024,2023Q4,0.36136,0.09356,0,합성 데이터: 특이 공시 없음
C024,2024Q1,0.39582,0.05669,0,합성 데이터: 특이 공시 없음
C024,2024Q2,0.34519,0.04188,0,합성 데이터: 특이 공시 없음
C024,2024Q3,0.46275,0.06787,0,합성 데이터: 특이 공시 없음
C024,2024Q4,0.29625,0.0671,0,합성 데이터: 특이 공시 없음
C024,2025Q1,0.29873,0.04578,0,합성 데이터: 특이 공시 없음
C024,2025Q2,0.43648,0.07573,0,합성 데이터: 특이 공시 없음
C024,2025Q3,0.23046,0.0315,0,합성 데이터: 특이 공시 없음
C024,2025Q4,0.33998,0.05767,0,합성 데이터: 특이 공시 없음
C025,2021Q1,0.4856,0.10036,0,합성 데이터: 특이 공시 없음
C025,2021Q2,0.43317,0.09995,0,합성 데이터: 특이 공시 없음
C025,2021Q3,0.49232,0.06819,0,합성 데이터: 특이 공시 없음
C025,2021Q4,0.50748,0.05135,1,합성 데이터: 특이 공시 없음
C025,2022Q1,0.52301,0.04873,0,합성 데이터: 특이 공시 없음
C025,2022Q2,0.3685,0.04571,0,합성 데이터: 특이 공시 없음
C025,2022Q3,0.36475,0.0805,0,합성 데이터: 특이 공시 없음
C025,2022Q4,0.51284,0.047,0,합성 데이터: 특이 공시 없음
C025,2023Q1,0.42742,0.086,0,합성 데이터: 특이 공시 없음
C025,2023Q2,0.29332,0.06249,0,합성 데이터: 특이 공시 없음
C025,2023Q3,0.32847,0.08808,0,합성 데이터: 특이 공시 없음
C025,2023Q4,0.48355,0.07373,0,합성 데이터: 특이 공시 없음
C025,2024Q1,0.46215,0.04987,0,합성 데이터: 특이 공시 없음
C025,2024Q2,0.48104,0.05967,1,합성 데이터: 특이 공시 없음
C025,2024Q3,0.52311,0.04413,0,합성 데이터: 특이 공시 없음
C025,2024Q4,0.39544,0.07814,0,합성 데이터: 특이 공시 없음
C025,2025Q1,0.50759,0.07886,0,합성 데이터: 특이 공시 없음
C025,2025Q2,0.3264,0.04827,0,합성 데이터: 특이 공시 없음
C025,2025Q3,0.48748,0.07315,0,합성 데이터: 특이 공시 없음
C025,2025Q4,0.48772,0.07737,0,합성 데이터: 특이 공시 없음
C026,2021Q1,0.26787,0.03646,0,합성 데이터: 특이 공시 없음
C026,2021Q2,0.427,0.01921,0,합성 데이터: 특이 공시 없음
C026,2021Q3,0.36694,0.02108,0,합성 데이터: 특이 공시 없음
C026,2021Q4,0.30749,0.02943,0,합성 데이터: 특이 공시 없음
C026,2022Q1,0.30787,0.02763,0,합성 데이터: 특이 공시 없음
C026,2022Q2,0.35555,0.03203,0,합성 데이터: 특이 공시 없음
C026,2022Q3,0.22612,0.03386,1,합성 데이터: 특이 공시 없음
C026,2022Q4,0.24239,0.02929,0,합성 데이터: 특이 공시 없음
C026,2023Q1,0.24414,0.00471,0,합성 데이터: 특이 공시 없음
C026,2023Q2,0.27655,0.03635,0,합성 데이터: 특이 공시 없음
C026,2023Q3,0.36687,0.00148,0,합성 데이터: 특이 공시 없음
C026,2023Q4,0.26952,0.02118,0,합성 데이터: 특이 공시 없음
C026,2024Q1,0.5417,0.0,1,합성 데이터: 특이 공시 없음
C026,2024Q2,0.36457,0.03992,0,합성 데이터: 특이 공시 없음
C026,2024Q3,0.23451,0.06421,1,합성 데이터: 특이 공시 없음
C026,2024Q4,0.21051,0.03123,0,합성 데이터: 특이 공시 없음
C026,2025Q1,0.21398,0.02091,0,합성 데이터: 특이 공시 없음
C026,2025Q2,0.27495,0.05751,0,합성 데이터: 특이 공시 없음
C026,2025Q3,0.15469,0.01631,1,합성 데이터: 특이 공시 없음
C026,2025Q4,0.20498,0.01396,0,합성 데이터: 특이 공시 없음
C027,2021Q1,0.21856,0.06473,0,합성 데이터: 특이 공시 없음
C027,2021Q2,0.23442,0.04224,1,합성 데이터: 특이 공시 없음
C027,2021Q3,0.20235,0.06165,0,합성 데이터: 특이 공시 없음
C027,2021Q4,0.28384,0.0482,0,합성 데이터: 특이 공시 없음
C027,2022Q1,0.19626,0.07182,0,합성 데이터: 특이 공시 없음
C027,2022Q2,0.36798,0.07195,0,합성 데이터: 특이 공시 없음
C027,2022Q3,0.33423,0.07381,0,합성 데이터: 특이 공시 없음
C027,2022Q4,0.27253,0.07951,1,합성 데이터: 특이 공시 없음
C027,2023Q1,0.3824,0.11053,0,합성 데이터: 특이 공시 없음
C027,2023Q2,0.23606,0.06992,0,합성 데이터: 특이 공시 없음
C027,2023Q3,0.28841,0.08042,0,합성 데이터: 특이 공시 없음
C027,2023Q4,0.34784,0.05737,0,합성 데이터: 특이 공시 없음
C027,2024Q1,0.29737,0.06715,0,합성 데이터: 특이 공시 없음
C027,2024Q2,0.23985,0.03614,0,합성 데이터: 특이 공시 없음
C027,2024Q3,0.42049,0.06649,0,합성 데이터: 특이 공시 없음
C027,2024Q4,0.1817,0.06781,0,합성 데이터: 특이 공시 없음
C027,2025Q1,0.36311,0.08047,0,합성 데이터: 특이 공시 없음
C027,2025Q2,0.36206,0.08085,0,합성 데이터: 특이 공시 없음
C027,2025Q3,0.28201,0.06225,0,합성 데이터: 특이 공시 없음
C027,2025Q4,0.34835,0.05985,0,합성 데이터: 특이 공시 없음
C028,2021Q1,0.41359,0.00273,0,합성 데이터: 특이 공시 없음
C028,2021Q2,0.49369,0.03639,0,합성 데이터: 특이 공시 없음
C028,2021Q3,0.3343,0.02803,0,합성 데이터: 특이 공시 없음
C028,2021Q4,0.41894,0.03501,0,합성 데이터: 특이 공시 없음
C028,2022Q1,0.48567,0.0,0,합성 데이터: 특이 공시 없음
C028,2022Q2,0.49142,0.03343,0,합성 데이터: 특이 공시 없음
C028,2022Q3,0.34375,0.01755,0,합성 데이터: 특이 공시 없음
C028,2022Q4,0.53414,0.03817,0,합성 데이터: 특이 공시 없음
C028,2023Q1,0.4833,0.01401,0,합성 데이터: 특이 공시 없음
C028,2023Q2,0.39932,0.01609,0,합성 데이터: 특이 공시 없음
C028,2023Q3,0.37295,0.05307,0,합성 데이터: 특이 공시 없음
C028,2023Q4,0.65578,0.03745,0,합성 데이터: 공시 위험 신호 높음
C028,2024Q1,0.47009,0.01836,0,합성 데이터: 특이 공시 없음
C028,2024Q2,0.30809,0.01068,0,합성 데이터: 특이 공시 없음
C028,2024Q3,0.51653,0.01086,1,합성 데이터: 특이 공시 없음
C028,2024Q4,0.51649,0.02704,1,합성 데이터: 특이 공시 없음
C028,2025Q1,0.53086,0.02208,0,합성 데이터: 특이 공시 없음
C028,2025Q2,0.29921,0.02656,1,합성 데이터: 특이 공시 없음
C028,2025Q3,0.49934,0.0445,0,합성 데이터: 특이 공시 없음
C028,2025Q4,0.32384,0.04153,0,합성 데이터: 특이 공시 없음
C029,2021Q1,0.33982,0.09173,0,합성 데이터: 특이 공시 없음
C029,2021Q2,0.47701,0.07685,0,합성 데이터: 특이 공시 없음
C029,2021Q3,0.34855,0.09036,0,합성 데이터: 특이 공시 없음
C029,2021Q4,0.36292,0.08011,0,합성 데이터: 특이 공시 없음
C029,2022Q1,0.34843,0.04458,0,합성 데이터: 특이 공시 없음
C029,2022Q2,0.48833,0.09349,0,합성 데이터: 특이 공시 없음
C029,2022Q3,0.53557,0.06675,0,합성 데이터: 특이 공시 없음
C029,2022Q4,0.26046,0.05462,0,합성 데이터: 특이 공시 없음
C029,2023Q1,0.48924,0.04179,0,합성 데이터: 특이 공시 없음
C029,2023Q2,0.4266,0.07124,0,합성 데이터: 특이 공시 없음
C029,2023Q3,0.41268,0.03908,0,합성 데이터: 특이 공시 없음
C029,2023Q4,0.51287,0.03722,0,합성 데이터: 특이 공시 없음
C029,2024Q1,0.41618,0.07487,0,합성 데이터: 특이 공시 없음
C029,2024Q2,0.40406,0.0753,0,합성 데이터: 특이 공시 없음
C029,2024Q3,0.40718,0.09493,0,합성 데이터: 특이 공시 없음
C029,2024Q4,0.45614,0.07335,0,합성 데이터: 특이 공시 없음
C029,2025Q1,0.42264,0.07825,0,합성 데이터: 특이 공시 없음
C029,2025Q2,0.37507,0.0744,0,합성 데이터: 특이 공시 없음
C029,2025Q3,0.37567,0.08654,0,합성 데이터: 특이 공시 없음
C029,2025Q4,0.36826,0.04333,0,합성 데이터: 특이 공시 없음
C030,2021Q1,0.4146,0.06724,0,합성 데이터: 특이 공시 없음
C030,2021Q2,0.45184,0.08222,1,합성 데이터: 특이 공시 없음
C030,2021Q3,0.37292,0.12627,0,합성 데이터: 특이 공시 없음
C030,2021Q4,0.35264,0.08496,0,합성 데이터: 특이 공시 없음
C030,2022Q1,0.44592,0.08987,0,합성 데이터: 특이 공시 없음
C030,2022Q2,0.54199,0.08242,0,합성 데이터: 특이 공시 없음
C030,2022Q3,0.40888,0.0879,0,합성 데이터: 특이 공시 없음
C030,2022Q4,0.51798,0.09079,0,합성 데이터: 특이 공시 없음
C030,2023Q1,0.37694,0.04845,0,합성 데이터: 특이 공시 없음
C030,2023Q2,0.44283,0.0896,0,합성 데이터: 특이 공시 없음
C030,2023Q3,0.48579,0.08678,0,합성 데이터: 특이 공시 없음
C030,2023Q4,0.36495,0.07116,0,합성 데이터: 특이 공시 없음
C030,2024Q1,0.51401,0.05998,0,합성 데이터: 특이 공시 없음
C030,2024Q2,0.40247,0.05943,0,합성 데이터: 특이 공시 없음
C030,2024Q3,0.44073,0.04332,0,합성 데이터: 특이 공시 없음
C030,2024Q4,0.49591,0.09141,0,합성 데이터: 특이 공시 없음
C030,2025Q1,0.40029,0.09801,0,합성 데이터: 특이 공시 없음
C030,2025Q2,0.46995,0.05607,0,합성 데이터: 특이 공시 없음
C030,2025Q3,0.3761,0.09197,0,합성 데이터: 특이 공시 없음
C030,2025Q4,0.4086,0.07152,0,합성 데이터: 특이 공시 없음
C031,2021Q1,0.33198,0.07178,0,합성 데이터: 특이 공시 없음
C031,2021Q2,0.48056,0.09163,0,합성 데이터: 특이 공시 없음
C031,2021Q3,0.48184,0.07835,0,합성 데이터: 특이 공시 없음
C031,2021Q4,0.34156,0.08763,0,합성 데이터: 특이 공시 없음
C031,2022Q1,0.28321,0.09661,0,합성 데이터: 특이 공시 없음
C031,2022Q2,0.30423,0.07391,0,합성 데이터: 특이 공시 없음
C031,2022Q3,0.34445,0.07734,0,합성 데이터: 특이 공시 없음
C031,2022Q4,0.39285,0.04786,0,합성 데이터: 특이 공시 없음
C031,2023Q1,0.43469,0.06732,0,합성 데이터: 특이 공시 없음
C031,2023Q2,0.21532,0.07438,0,합성 데이터: 특이 공시 없음
C031,2023Q3,0.45964,0.06491,0,합성 데이터: 특이 공시 없음
C031,2023Q4,0.35948,0.07118,0,합성 데이터: 특이 공시 없음
C031,2024Q1,0.42983,0.07588,0,합성 데이터: 특이 공시 없음
C031,2024Q2,0.28261,0.01554,0,합성 데이터: 특이 공시 없음
C031,2024Q3,0.34488,0.04429,0,합성 데이터: 특이 공시 없음
C031,2024Q4,0.21791,0.10902,0,합성 데이터: 특이 공시 없음
C031,2025Q1,0.29753,0.07113,0,합성 데이터: 특이 공시 없음
C031,2025Q2,0.30975,0.06089,0,합성 데이터: 특이 공시 없음
C031,2025Q3,0.43544,0.08429,0,합성 데이터: 특이 공시 없음
C031,2025Q4,0.25935,0.07406,0,합성 데이터: 특이 공시 없음
C032,2021Q1,0.2897,0.0292,0,합성 데이터: 특이 공시 없음
C032,2021Q2,0.49243,0.01736,0,합성 데이터: 특이 공시 없음
C032,2021Q3,0.41743,0.01422,0,합성 데이터: 특이 공시 없음
C032,2021Q4,0.43139,0.01135,0,합성 데이터: 특이 공시 없음
C032,2022Q1,0.5714,0.03755,0,합성 데이터: 특이 공시 없음
C032,2022Q2,0.48996,0.01589,0,합성 데이터: 특이 공시 없음
C032,2022Q3,0.38269,0.04378,0,합성 데이터: 특이 공시 없음
C032,2022Q4,0.30403,0.05991,1,합성 데이터: 특이 공시 없음
C032,2023Q1,0.41433,0.05585,0,합성 데이터: 특이 공시 없음
C032,2023Q2,0.49285,0.04005,0,합성 데이터: 특이 공시 없음
C032,2023Q3,0.4344,0.05345,1,합성 데이터: 특이 공시 없음
C032,2023Q4,0.60645,0.0384,0,합성 데이터: 특이 공시 없음
C032,2024Q1,0.50909,0.02492,0,합성 데이터: 특이 공시 없음
C032,2024Q2,0.55394,0.04818,0,합성 데이터: 특이 공시 없음
C032,2024Q3,0.47302,0.0384,0,합성 데이터: 특이 공시 없음
C032,2024Q4,0.36317,0.04927,0,합성 데이터: 특이 공시 없음
C032,2025Q1,0.58856,0.03682,1,합성 데이터: 특이 공시 없음
C032,2025Q2,0.5904,0.02724,0,합성 데이터: 특이 공시 없음
C032,2025Q3,0.58351,0.03272,0,합성 데이터: 특이 공시 없음
C032,2025Q4,0.45092,0.02135,0,합성 데이터: 특이 공시 없음
C033,2021Q1,0.56103,0.07084,0,합성 데이터: 특이 공시 없음
C033,2021Q2,0.65819,0.05683,1,합성 데이터: 공시 위험 신호 높음
C033,2021Q3,0.54592,0.11187,0,합성 데이터: 특이 공시 없음
C033,2021Q4,0.4444,0.0593,0,합성 데이터: 특이 공시 없음
C033,2022Q1,0.4391,0.07347,0,합성 데이터: 특이 공시 없음
C033,2022Q2,0.50531,0.06751,0,합성 데이터: 특이 공시 없음
C033,2022Q3,0.61791,0.06169,0,합성 데이터: 특이 공시 없음
C033,2022Q4,0.57482,0.05825,0,합성 데이터: 특이 공시 없음
C033,2023Q1,0.46802,0.06148,0,합성 데이터: 특이 공시 없음
C033,2023Q2,0.44907,0.04544,1,합성 데이터: 특이 공시 없음
C033,2023Q3,0.51046,0.08775,0,합성 데이터: 특이 공시 없음
C033,2023Q4,0.69852,0.08573,1,합성 데이터: 공시 위험 신호 높음
C033,2024Q1,0.55374,0.08993,0,합성 데이터: 특이 공시 없음
C033,2024Q2,0.55583,0.04134,0,합성 데이터: 특이 공시 없음
C033,2024Q3,0.57342,0.0624,0,합성 데이터: 특이 공시 없음
C033,2024Q4,0.56305,0.09779,0,합성 데이터: 특이 공시 없음
C033,2025Q1,0.6723,0.05576,0,합성 데이터: 공시 위험 신호 높음
C033,2025Q2,0.62761,0.04723,0,합성 데이터: 특이 공시 없음
C033,2025Q3,0.4873,0.06442,0,합성 데이터: 특이 공시 없음
C033,2025Q4,0.59778,0.06904,0,합성 데이터: 특이 공시 없음
C034,2021Q1,0.21621,0.05986,0,합성 데이터: 특이 공시 없음
C034,2021Q2,0.38675,0.06672,0,합성 데이터: 특이 공시 없음
C034,2021Q3,0.42161,0.11098,0,합성 데이터: 특이 공시 없음
C034,2021Q4,0.38572,0.06159,0,합성 데이터: 특이 공시 없음
C034,2022Q1,0.53493,0.04881,0,합성 데이터: 특이 공시 없음
C034,2022Q2,0.39744,0.07185,1,합성 데이터: 특이 공시 없음
C034,2022Q3,0.47054,0.02916,0,합성 데이터: 특이 공시 없음
C034,2022Q4,0.34645,0.05883,0,합성 데이터: 특이 공시 없음
C034,2023Q1,0.26688,0.06487,0,합성 데이터: 특이 공시 없음
C034,2023Q2,0.2629,0.07078,1,합성 데이터: 특이 공시 없음
C034,2023Q3,0.40303,0.05089,0,합성 데이터: 특이 공시 없음
C034,2023Q4,0.34276,0.07262,0,합성 데이터: 특이 공시 없음
C034,2024Q1,0.41532,0.06871,0,합성 데이터: 특이 공시 없음
C034,2024Q2,0.49547,0.09291,0,합성 데이터: 특이 공시 없음
C034,2024Q3,0.53599,0.08423,0,합성 데이터: 특이 공시 없음
C034,2024Q4,0.40303,0.07251,0,합성 데이터: 특이 공시 없음
C034,2025Q1,0.31666,0.10471,0,합성 데이터: 특이 공시 없음
C034,2025Q2,0.26223,0.08635,1,합성 데이터: 특이 공시 없음
C034,2025Q3,0.39698,0.08164,1,합성 데이터: 특이 공시 없음
C034,2025Q4,0.35781,0.05833,0,합성 데이터: 특이 공시 없음
C035,2021Q1,0.3743,0.03324,0,합성 데이터: 특이 공시 없음
C035,2021Q2,0.35041,0.02303,0,합성 데이터: 특이 공시 없음
C035,2021Q3,0.26875,0.06242,1,합성 데이터: 특이 공시 없음
C035,2021Q4,0.23175,0.04644,0,합성 데이터: 특이 공시 없음
C035,2022Q1,0.38395,0.03181,0,합성 데이터: 특이 공시 없음
C035,2022Q2,0.2619,0.03968,0,합성 데이터: 특이 공시 없음
C035,2022Q3,0.29284,0.06588,0,합성 데이터: 특이 공시 없음
C035,2022Q4,0.30599,0.04324,0,합성 데이터: 특이 공시 없음
C035,2023Q1,0.44121,0.02018,0,합성 데이터: 특이 공시 없음
C035,2023Q2,0.29066,0.05463,0,합성 데이터: 특이 공시 없음
C035,2023Q3,0.37821,0.03146,0,합성 데이터: 특이 공시 없음
C035,2023Q4,0.29936,0.03108,0,합성 데이터: 특이 공시 없음
C035,2024Q1,0.38012,0.06421,0,합성 데이터: 특이 공시 없음
C035,2024Q2,0.25135,0.04194,0,합성 데이터: 특이 공시 없음
C035,2024Q3,0.3267,0.02981,0,합성 데이터: 특이 공시 없음
C035,2024Q4,0.23473,0.03052,1,합성 데이터: 특이 공시 없음
C035,2025Q1,0.39896,0.04825,0,합성 데이터: 특이 공시 없음
C035,2025Q2,0.30136,0.02009,0,합성 데이터: 특이 공시 없음
C035,2025Q3,0.14635,0.06598,0,합성 데이터: 특이 공시 없음
C035,2025Q4,0.45248,0.00681,0,합성 데이터: 특이 공시 없음
C036,2021Q1,0.2967,0.0699,1,합성 데이터: 특이 공시 없음
C036,2021Q2,0.44021,0.07135,0,합성 데이터: 특이 공시 없음
C036,2021Q3,0.23897,0.12448,0,합성 데이터: 특이 공시 없음
C036,2021Q4,0.37044,0.05823,0,합성 데이터: 특이 공시 없음
C036,2022Q1,0.41637,0.06905,0,합성 데이터: 특이 공시 없음
C036,2022Q2,0.43408,0.07914,0,합성 데이터: 특이 공시 없음
C036,2022Q3,0.2214,0.10406,0,합성 데이터: 특이 공시 없음
C036,2022Q4,0.29488,0.07004,0,합성 데이터: 특이 공시 없음
C036,2023Q1,0.19769,0.07244,0,합성 데이터: 특이 공시 없음
C036,2023Q2,0.10988,0.08903,0,합성 데이터: 특이 공시 없음
C036,2023Q3,0.24024,0.06517,0,합성 데이터: 특이 공시 없음
C036,2023Q4,0.34899,0.08246,0,합성 데이터: 특이 공시 없음
C036,2024Q1,0.24259,0.07664,0,합성 데이터: 특이 공시 없음
C036,2024Q2,0.39536,0.07261,0,합성 데이터: 특이 공시 없음
C036,2024Q3,0.41114,0.07357,0,합성 데이터: 특이 공시 없음
C036,2024Q4,0.29099,0.06264,0,합성 데이터: 특이 공시 없음
C036,2025Q1,0.28166,0.09687,0,합성 데이터: 특이 공시 없음
C036,2025Q2,0.3381,0.05569,0,합성 데이터: 특이 공시 없음
C036,2025Q3,0.51686,0.07624,1,합성 데이터: 특이 공시 없음
C036,2025Q4,0.45745,0.06172,0,합성 데이터: 특이 공시 없음
C037,2021Q1,0.27079,0.04442,0,합성 데이터: 특이 공시 없음
C037,2021Q2,0.25066,0.03727,0,합성 데이터: 특이 공시 없음
C037,2021Q3,0.29272,0.04949,0,합성 데이터: 특이 공시 없음
C037,2021Q4,0.40986,0.02126,0,합성 데이터: 특이 공시 없음
C037,2022Q1,0.29327,0.01212,0,합성 데이터: 특이 공시 없음
C037,2022Q2,0.43912,0.00575,1,합성 데이터: 특이 공시 없음
C037,2022Q3,0.43844,0.00191,0,합성 데이터: 특이 공시 없음
C037,2022Q4,0.29529,0.02548,0,합성 데이터: 특이 공시 없음
C037,2023Q1,0.25172,0.02516,0,합성 데이터: 특이 공시 없음
C037,2023Q2,0.30636,0.05424,0,합성 데이터: 특이 공시 없음
C037,2023Q3,0.50343,0.02399,1,합성 데이터: 특이 공시 없음
