company_id,quarter,market_cap,stock_return_3m,volatility_3m,volume_change_3m
C024,2022Q1,431715.8,0.03636,0.28221,0.17727
C024,2022Q2,692256.95,0.02867,0.19917,-0.18156
C024,2022Q3,864218.75,-0.01083,0.29695,0.03362
C024,2022Q4,559120.3,0.20117,0.18333,-0.02993
C024,2023Q1,1577377.68,-0.05379,0.21775,-0.1894
C024,2023Q2,844418.35,-0.24997,0.22076,-0.14111
C024,2023Q3,617834.54,0.01273,0.20036,0.16485
C024,2023Q4,1170932.01,-0.02503,0.08679,0.08904
C024,2024Q1,768916.14,-0.08506,0.2182,0.12413
C024,2024Q2,1258418.51,0.02022,0.16707,-0.18663
C024,2024Q3,629041.45,0.01185,0.23659,0.09427
C024,2024Q4,642854.05,-0.10083,0.19727,0.20673
C024,2025Q1,671872.86,-0.05544,0.20275,0.20249
C024,2025Q2,671293.76,-0.0302,0.24378,0.23097
C024,2025Q3,350257.3,0.06153,0.2106,-0.25939
C024,2025Q4,579675.53,-0.0228,0.18616,0.38844
C025,2021Q1,98211.01,0.05564,0.2142,6e-05
C025,2021Q2,48574.54,0.1196,0.3376,0.02932
C025,2021Q3,85389.65,0.0051,0.25693,0.23578
C025,2021Q4,43987.44,0.04924,0.29456,-0.25976
C025,2022Q1,203427.11,0.29191,0.25945,-0.18127
C025,2022Q2,110641.32,-0.19254,0.32828,0.04459
C025,2022Q3,127960.54,-0.05081,0.3028,0.22967
C025,2022Q4,115636.14,-0.21042,0.29155,-0.34101
C025,2023Q1,113242.16,0.13197,0.30899,-0.03495
C025,2023Q2,151115.32,0.21407,0.27856,0.45669
C025,2023Q3,115289.74,0.01631,0.32178,0.05303
C025,2023Q4,129716.06,-0.24438,0.28814,0.17272
C025,2024Q1,75591.31,-0.17756,0.25297,0.38745
C025,2024Q2,179124.77,0.20572,0.30205,-0.01777
C025,2024Q3,72373.45,0.3421,0.35902,0.33025
C025,2024Q4,85509.98,-0.06756,0.26366,-0.0003
C025,2025Q1,168711.14,0.24173,0.25064,-0.12832
C025,2025Q2,146472.42,0.08035,0.28885,-0.05846
C025,2025Q3,135139.59,0.06735,0.28007,0.16376
C025,2025Q4,99442.92,0.09286,0.24005,-0.07112
C026,2021Q1,165693.78,0.09119,0.25408,0.20261
C026,2021Q2,227594.94,0.20285,0.25934,0.00704
C026,2021Q3,179179.28,0.19719,0.1578,-0.02829
C026,2021Q4,137687.71,0.27239,0.29195,-0.16129
C026,2022Q1,165906.35,0.34142,0.16635,0.35501
C026,2022Q2,189076.05,-0.22558,0.23259,0.07293
C026,2022Q3,162529.55,-0.02066,0.23821,0.21965
C026,2022Q4,240109.07,0.04177,0.21359,0.02844
C026,2023Q1,163763.06,-0.07582,0.24292,0.07087
C026,2023Q2,327268.25,0.03353,0.21163,0.0377
C026,2023Q3,225497.22,-0.03451,0.29212,0.44054
C026,2023Q4,86365.79,0.06313,0.20874,-0.07382
C026,2024Q1,99333.13,-0.0229,0.20373,-0.05361
C026,2024Q2,244051.08,0.01915,0.28551,0.12678
C026,2024Q3,117520.55,0.07402,0.30607,-0.14021
C026,2024Q4,239780.08,-0.02333,0.16302,0.5203
C026,2025Q1,155258.63,-0.05058,0.1822,-0.01962
C026,2025Q2,85444.53,-0.06018,0.18516,0.17278
C026,2025Q3,38259.26,0.05025,0.16695,-0.09397
C026,2025Q4,132819.72,0.01751,0.23472,-0.13825
C027,2021Q1,114169.91,0.02779,0.23956,0.15087
C027,2021Q2,199712.62,-0.01877,0.18318,0.12596
C027,2021Q3,226991.21,-0.0752,0.23531,0.30806
C027,2021Q4,208443.29,0.20413,0.20102,-0.19373
C027,2022Q1,133923.97,-0.10861,0.163,0.24791
C027,2022Q2,389222.0,-0.03019,0.14107,0.07299
C027,2022Q3,173990.8,0.11624,0.20884,-0.22239
C027,2022Q4,173968.74,0.09318,0.20072,-0.08981
C027,2023Q1,169889.12,0.08467,0.25742,0.43854
C027,2023Q2,267504.28,0.11706,0.22369,0.32418
C027,2023Q3,155272.09,-0.17901,0.21213,-0.36729
C027,2023Q4,174614.81,0.01835,0.21982,0.13979
C027,2024Q1,270232.41,-0.11498,0.12911,0.26058
C027,2024Q2,183387.01,0.13344,0.26433,0.33013
C027,2024Q3,269485.99,0.22967,0.27161,0.19509
C027,2024Q4,137023.43,0.06242,0.16068,0.21926
C027,2025Q1,432915.96,-0.21329,0.19817,0.03882
C027,2025Q2,332027.6,-0.18303,0.14151,0.1082
C027,2025Q3,346716.64,-0.02965,0.18868,0.26818
C027,2025Q4,269335.05,-0.01544,0.16501,0.07864
C028,2021Q1,837029.1,-0.11676,0.27855,0.22291
C028,2021Q2,360850.31,-0.16969,0.24425,0.07626
C028,2021Q3,347962.69,-0.1717,0.26842,0.34465
C028,2021Q4,788023.63,0.06772,0.30095,0.24019
C028,2022Q1,537436.54,-0.12123,0.22411,-0.15154
C028,2022Q2,308429.52,-0.22523,0.27071,0.01277
C028,2022Q3,268368.49,-0.08987,0.26974,-0.15528
C028,2022Q4,403315.35,0.21091,0.26825,0.09211
C028,2023Q1,186168.32,0.07855,0.24198,-0.08215
C028,2023Q2,887758.24,0.05999,0.28975,0.53265
C028,2023Q3,491028.56,0.0371,0.26688,0.03135
C028,2023Q4,947309.33,-0.12396,0.23589,0.10705
C028,2024Q1,864276.42,-0.10534,0.20893,0.37702
C028,2024Q2,1086236.36,-0.05535,0.21028,0.13816
C028,2024Q3,881656.96,-0.14437,0.25763,-0.10305
C028,2024Q4,507625.43,0.00446,0.27915,0.27967
C028,2025Q1,578418.76,0.1507,0.28037,0.04814
C028,2025Q2,1345234.37,-0.08122,0.2434,0.31128
C028,2025Q3,1242862.03,-0.06503,0.36481,-0.01744
C028,2025Q4,1063171.66,-0.02099,0.26475,-0.19684
C029,2021Q1,193221.87,0.16733,0.31996,0.0995
C029,2021Q2,541117.78,-0.03299,0.27202,0.44754
C029,2021Q3,356922.16,-0.00892,0.30666,-0.06873
C029,2021Q4,244743.27,0.08616,0.32944,0.14954
C029,2022Q1,583868.54,-0.00743,0.27199,0.21565
C029,2022Q2,324695.3,0.01146,0.31362,0.29652
C029,2022Q3,476936.58,-0.13513,0.31417,-0.06485
C029,2022Q4,522864.56,0.02473,0.32049,0.39783
C029,2023Q1,226580.66,0.11959,0.29412,-0.17399
C029,2023Q2,444109.47,-0.03314,0.30331,-0.07078
C029,2023Q3,434854.72,0.05062,0.31004,0.30336
C029,2023Q4,458450.95,0.17201,0.32109,0.04098
C029,2024Q1,534583.17,-0.06614,0.3096,0.25122
C029,2024Q2,398087.33,0.07733,0.30893,0.1047
C029,2024Q3,398697.0,-0.04559,0.25062,0.42107
C029,2024Q4,485552.53,0.01354,0.26209,-0.02032
C029,2025Q1,445807.84,0.20368,0.28984,0.33769
C029,2025Q2,671275.12,0.23715,0.25335,0.00579
C029,2025Q3,519400.38,0.11472,0.29416,0.21463
C029,2025Q4,1018623.87,0.1403,0.32151,-0.11792
C030,2021Q1,326936.1,0.17375,0.32306,-0.10663
C030,2021Q2,592919.93,-0.02596,0.24216,0.33685
C030,2021Q3,548730.64,-0.171,0.33977,0.14692
C030,2021Q4,196883.05,0.03752,0.28099,0.0562
C030,2022Q1,325687.03,-0.07803,0.30368,-0.13164
C030,2022Q2,358069.52,-0.05607,0.3724,0.04355
C030,2022Q3,673484.2,0.08382,0.36728,-0.09809
C030,2022Q4,551910.82,0.06921,0.31893,-0.16207
C030,2023Q1,314570.97,0.22271,0.26864,0.07508
C030,2023Q2,199665.34,-0.01952,0.25917,0.40739
C030,2023Q3,255313.11,0.06693,0.32697,0.37112
C030,2023Q4,386919.4,-0.0702,0.30603,0.20994
C030,2024Q1,292860.58,-0.04413,0.29031,-0.12461
C030,2024Q2,494823.45,0.07454,0.28229,0.27512
C030,2024Q3,214950.08,-0.05321,0.35489,-0.1388
C030,2024Q4,249905.91,-0.15093,0.31519,0.08725
C030,2025Q1,628010.66,-0.06611,0.35822,0.13709
C030,2025Q2,525030.09,-0.0029,0.34117,-0.08949
C030,2025Q3,428866.3,0.23501,0.32276,0.28987
C030,2025Q4,255352.96,0.18507,0.31688,0.20366
C031,2021Q1,101366.47,0.165,0.17784,0.4277
C031,2021Q2,80282.8,-0.32247,0.23634,0.40688
C031,2021Q3,85058.76,0.02778,0.16595,0.21814
C031,2021Q4,151377.55,-0.04057,0.18433,-0.10856
C031,2022Q1,176957.96,0.11182,0.1843,0.39001
C031,2022Q2,305407.48,0.1343,0.20862,-0.04243
C031,2022Q3,103238.0,-0.12039,0.19809,0.74334
C031,2022Q4,259526.88,0.03889,0.23832,0.17916
C031,2023Q1,267255.35,0.04732,0.24081,0.48144
C031,2023Q2,116125.26,-0.09231,0.20928,0.19113
C031,2023Q3,159434.65,-0.05874,0.15414,0.00027
C031,2023Q4,70882.12,-0.10305,0.23788,-0.03507
C031,2024Q1,64357.7,0.01967,0.20224,0.00909
C031,2024Q2,273314.46,-0.0228,0.21959,-0.04725
C031,2024Q3,293297.45,-0.0714,0.16493,-0.17706
C031,2024Q4,129082.96,-0.08063,0.18894,0.34611
C031,2025Q1,227361.16,-0.11838,0.13651,0.10862
C031,2025Q2,109510.76,0.05304,0.13794,0.00692
C031,2025Q3,142603.87,-0.07408,0.18056,0.05014
C031,2025Q4,208673.61,0.27301,0.14525,-0.18685
C032,2021Q1,216976.28,0.0311,0.26078,0.03354
C032,2021Q2,160364.97,-0.21022,0.33876,0.07075
C032,2021Q3,105921.84,-0.02024,0.29755,0.48087
C032,2021Q4,287449.13,0.00323,0.29007,-0.19978
C032,2022Q1,178341.04,-0.11524,0.34856,-0.11491
C032,2022Q2,157819.22,0.00976,0.29619,0.16378
C032,2022Q3,253137.6,0.08057,0.278,0.39856
C032,2022Q4,255960.68,0.10026,0.3354,0.16592
C032,2023Q1,130639.35,-0.08753,0.35708,0.18959
C032,2023Q2,491919.98,-0.05682,0.30174,0.17414
C032,2023Q3,225162.04,0.12603,0.32069,0.10005
C032,2023Q4,164460.29,-0.09119,0.33312,0.12983
C032,2024Q1,123455.21,0.15065,0.32079,-0.04492
C032,2024Q2,252986.16,0.0752,0.31912,0.18087
C032,2024Q3,246387.9,0.10948,0.29918,-0.19747
C032,2024Q4,162921.32,-0.00493,0.27561,0.15859
C032,2025Q1,196040.57,-0.15826,0.26524,-0.21807
C032,2025Q2,447520.64,-0.13874,0.32254,0.08532
C032,2025Q3,193785.58,-0.0438,0.25716,0.10104
C032,2025Q4,322036.82,-0.04985,0.26399,0.17664
C033,2021Q1,252699.97,0.09345,0.41356,0.3996
C033,2021Q2,356538.48,0.07681,0.40088,0.2319
C033,2021Q3,221979.37,-0.07409,0.36995,0.0092
C033,2021Q4,400443.65,-0.31556,0.33915,0.07009
C033,2022Q1,191288.97,0.05237,0.28644,0.15422
C033,2022Q2,317480.42,-0.09839,0.3311,-0.12756
C033,2022Q3,271649.67,0.17436,0.39681,-0.27222
C033,2022Q4,776074.66,-0.00816,0.33949,0.18565
C033,2023Q1,199122.82,-0.00306,0.31565,0.42617
C033,2023Q2,233480.11,-0.02465,0.33867,0.06596
C033,2023Q3,358628.45,-0.08881,0.31867,0.14135
C033,2023Q4,150698.31,-0.03994,0.36635,0.00712
C033,2024Q1,419806.92,-0.1144,0.35273,0.55318
C033,2024Q2,172396.17,0.07443,0.33839,-0.30501
C033,2024Q3,475742.69,0.01598,0.34437,0.62258
C033,2024Q4,760109.46,0.07134,0.41608,0.06858
C033,2025Q1,494076.24,0.02138,0.32932,-0.21327
C033,2025Q2,913155.4,0.11607,0.28766,-0.30181
C033,2025Q3,1208681.11,0.04607,0.34568,0.2742
C033,2025Q4,1543741.61,-0.34234,0.3104,0.0623
C034,2021Q1,534796.34,0.23281,0.23542,0.35581
C034,2021Q2,411167.22,0.36458,0.30017,-0.57266
C034,2021Q3,473304.93,-0.07384,0.16714,-0.04629
C034,2021Q4,398565.86,-0.13072,0.18643,0.12782
C034,2022Q1,236227.0,-0.11602,0.24291,0.38569
C034,2022Q2,1098560.61,-0.01457,0.24546,0.46523
C034,2022Q3,298720.91,-0.11405,0.26963,-0.22594
C034,2022Q4,1037099.34,-0.15335,0.24725,-0.04669
C034,2023Q1,572582.38,0.18912,0.27476,-0.3434
C034,2023Q2,1334087.72,0.09939,0.22745,0.10049
C034,2023Q3,1115074.17,-0.09662,0.22578,-0.01777
C034,2023Q4,1035725.9,0.15999,0.21008,-0.03227
C034,2024Q1,956583.04,0.0987,0.21197,0.26267
C034,2024Q2,674841.82,0.13949,0.24603,0.03153
C034,2024Q3,870319.26,-0.08847,0.1601,0.0024
C034,2024Q4,443752.84,0.03869,0.30186,-0.18778
C034,2025Q1,482433.5,0.02977,0.26526,0.20441
C034,2025Q2,1472588.09,-0.06634,0.19374,0.25677
C034,2025Q3,922141.85,0.09173,0.23052,0.12218
C034,2025Q4,1326687.92,0.15212,0.26783,0.26843
C035,2021Q1,519957.96,0.17502,0.22134,-0.2841
C035,2021Q2,749795.82,0.00735,0.20389,-0.39585
C035,2021Q3,825914.35,0.09125,0.17391,0.12604
C035,2021Q4,1484579.15,-0.01407,0.26711,-0.13252
C035,2022Q1,668472.09,-0.0535,0.24011,0.07743
C035,2022Q2,952819.79,-0.13247,0.19521,0.54211
C035,2022Q3,819809.34,-0.07139,0.18062,-0.25073
C035,2022Q4,1215943.07,0.10936,0.18812,0.0473
C035,2023Q1,724496.58,0.13977,0.19683,-0.57487
C035,2023Q2,1300513.29,0.00691,0.21257,-0.07232
C035,2023Q3,455475.15,0.04474,0.2529,0.01296
C035,2023Q4,1278898.43,-0.12227,0.19193,-0.39829
C035,2024Q1,1191858.67,-0.05631,0.16984,0.05303
C035,2024Q2,564449.88,-0.09728,0.21865,0.48363
C035,2024Q3,952117.32,0.00117,0.17311,0.10043
C035,2024Q4,1528083.49,0.18996,0.27586,-0.0397
C035,2025Q1,1157363.06,-0.02236,0.21221,0.07888
C035,2025Q2,1124899.65,-0.02975,0.23347,0.22792
C035,2025Q3,775581.48,0.19202,0.23255,-0.03402
C035,2025Q4,951063.84,-0.18237,0.26589,-0.0879
C036,2021Q1,585446.51,0.09769,0.21351,0.1354
C036,2021Q2,447771.54,-0.07099,0.21195,0.23026
C036,2021Q3,705175.8,0.0801,0.22374,-0.01215
C036,2021Q4,1384215.7,-0.0407,0.21465,0.16995
C036,2022Q1,1626073.8,-0.24557,0.2349,-0.08296
C036,2022Q2,1546690.38,0.04988,0.25264,0.01702
C036,2022Q3,554343.49,0.27056,0.22597,0.07059
C036,2022Q4,981273.46,0.08002,0.18166,-0.05836
C036,2023Q1,2373663.32,-0.01074,0.19641,0.24922
C036,2023Q2,1307178.22,-0.01103,0.18284,-0.06296
C036,2023Q3,574473.47,0.06413,0.23257,0.27409
C036,2023Q4,1070348.43,-0.11006,0.17347,0.33052
C036,2024Q1,2274238.76,-0.16585,0.21057,-0.42782
C036,2024Q2,1314763.86,0.00931,0.19881,-0.0253
C036,2024Q3,949424.62,0.14459,0.23557,0.11106
C036,2024Q4,1918683.48,0.28925,0.20803,-0.17614
C036,2025Q1,2833067.68,0.17043,0.18407,-0.06751
C036,2025Q2,1879654.1,0.05319,0.18146,0.23149
C036,2025Q3,2464566.88,-0.01289,0.26086,0.11854
C036,2025Q4,1626511.59,0.2737,0.24845,0.16163
C037,2021Q1,390452.36,0.19864,0.25742,-0.39437
C037,2021Q2,330492.75,0.01829,0.26008,-0.01565
C037,2021Q3,243295.18,0.24683,0.2153,0.4146
C037,2021Q4,567107.97,0.06613,0.21816,0.41283
C037,2022Q1,274796.38,-0.02283,0.2255,0.21378
C037,2022Q2,816226.43,-0.00423,0.21724,0.29401
C037,2022Q3,359225.01,0.22237,0.24784,-0.00907
C037,2022Q4,939125.87,-0.1587,0.20963,-0.22332
C037,2023Q1,697072.51,-0.08074,0.26739,0.18331
C037,2023Q2,1069922.26,0.35131,0.26287,0.00338
C037,2023Q3,913577.12,-0.14028,0.209,0.30434
C037,2023Q4,490952.27,0.11821,0.24263,0.06321
C037,2024Q1,604223.33,-0.07947,0.21001,-0.16482
C037,2024Q2,1106814.56,0.04541,0.26371,0.06124
C037,2024Q3,495319.88,0.02769,0.18569,0.08779
C037,2024Q4,470710.32,-0.28459,0.2351,-0.09154
C037,2025Q1,649384.6,-0.08374,0.15975,-0.29583
C037,2025Q2,1028746.2,0.02328,0.30682,-0.04057
C037,2025Q3,889109.05,-0.18123,0.23117,0.11317
C037,2025Q4,1716668.47,0.01977,0.16994,0.0254
C038,2021Q1,803288.34,0.001,0.18431,-0.13517
C038,2021Q2,653173.01,-0.00943,0.14018,0.16345
C038,2021Q3,590667.27,-0.01616,0.21328,-0.2277
C038,2021Q4,1142045.33,0.1087,0.24508,0.02863
C038,2022Q1,1436061.01,0.09242,0.19676,-0.08275
C038,2022Q2,1431857.47,0.02735,0.24837,0.11379
C038,2022Q3,1092746.03,-0.10342,0.21962,-0.37164
C038,2022Q4,1124131.38,0.20792,0.26931,-0.12023
C038,2023Q1,1786194.36,-0.13442,0.19354,-0.05418
C038,2023Q2,952843.99,-0.01485,0.27859,0.19363
C038,2023Q3,710954.08,-0.0391,0.24343,-0.16906
C038,2023Q4,1194854.5,0.19857,0.22987,-0.16726
C038,2024Q1,963922.67,0.14801,0.18485,0.03457
C038,2024Q2,2363955.13,-0.06617,0.22307,0.2815
C038,2024Q3,856490.04,0.05032,0.17518,0.45738
C038,2024Q4,1675342.29,0.04829,0.20687,0.4549
C038,2025Q1,432423.19,0.04728,0.23243,0.10479
C038,2025Q2,1387603.93,-0.22041,0.23339,-0.10571
C038,2025Q3,2384871.12,0.10822,0.26613,0.26682
C038,2025Q4,1415339.85,0.1049,0.20413,0.29314
C039,2021Q1,302960.89,0.19919,0.29054,0.00188
C039,2021Q2,498150.11,0.0373,0.33782,0.1524
C039,2021Q3,318061.77,0.06814,0.33399,-0.03367
C039,2021Q4,158640.88,0.06042,0.22687,0.25633
C039,2022Q1,415044.24,-0.15541,0.35325,0.05738
C039,2022Q2,51054.89,-0.07868,0.39591,0.14448
C039,2022Q3,192441.3,0.20267,0.34304,0.15025
C039,2022Q4,835098.32,0.08886,0.34776,0.01209
C039,2023Q1,365949.73,0.06994,0.33426,0.15258
C039,2023Q2,383947.91,0.0747,0.3926,-0.02004
C039,2023Q3,671827.96,0.06786,0.33272,0.26337
C039,2023Q4,838832.36,0.33745,0.37414,-0.18313
C039,2024Q1,323822.05,-0.08499,0.35957,0.00845
C039,2024Q2,328380.66,0.16978,0.316,0.07004
C039,2024Q3,185224.8,0.10771,0.31289,0.18259
C039,2024Q4,1011370.24,-0.06544,0.29538,-0.17789
C039,2025Q1,567111.49,-0.0809,0.34409,-0.06348
C039,2025Q2,793771.07,0.05759,0.34795,-0.14029
C039,2025Q3,450489.24,-0.08233,0.28014,0.01154
C039,2025Q4,898220.84,0.21225,0.36396,-0.14816
C040,2021Q1,1053746.78,0.01615,0.22144,0.23163
C040,2021Q2,1419117.74,-0.12458,0.15032,0.16492
C040,2021Q3,602327.2,-0.03311,0.18512,-0.1336
C040,2021Q4,748049.48,0.07512,0.20667,-0.34292
C040,2022Q1,1378885.4,-0.05366,0.15355,-0.27034
C040,2022Q2,1202883.72,-0.15056,0.17966,-0.01882
C040,2022Q3,1636719.25,0.27603,0.22544,-0.34383
C040,2022Q4,748194.81,0.38955,0.18465,0.20616
C040,2023Q1,1880707.82,0.16085,0.2047,0.37139
C040,2023Q2,1238368.73,0.16157,0.21169,0.27231
C040,2023Q3,1217828.62,-0.09724,0.21388,0.5322
C040,2023Q4,1875783.76,-0.08297,0.15612,0.1648
C040,2024Q1,1979809.47,-0.00676,0.26994,0.3147
C040,2024Q2,1868252.68,-0.17084,0.17172,-0.14587
C040,2024Q3,2320776.95,0.18911,0.2152,-0.11388
C040,2024Q4,3635501.64,0.04688,0.14103,0.20243
C040,2025Q1,1707936.76,0.17901,0.24482,-0.07985
C040,2025Q2,1298794.24,-0.10408,0.1428,0.58198
C040,2025Q3,2130077.3,0.13823,0.22467,-0.15454
C040,2025Q4,1179261.81,0.31776,0.24032,-0.0967
