company_id,quarter,revenue,operating_income,net_income,total_assets,total_debt,total_equity,current_assets,current_liabilities,operating_cash_flow,interest_expense
C012,2024Q4,155381.58,2309.65,1485.81,264748.25,97759.82,166988.44,70190.56,28979.38,1913.17,454.05
C012,2025Q1,165355.03,8901.99,5939.71,240304.23,79945.11,160359.12,64071.91,38778.65,6319.77,632.17
C012,2025Q2,176956.16,7857.04,5942.32,361452.73,139217.84,222234.88,162089.25,37310.26,1082.44,1376.58
C012,2025Q3,191704.1,8429.3,4809.12,554679.76,286423.61,268256.16,194367.34,89453.34,3922.48,4537.79
C012,2025Q4,198635.64,16806.92,13110.63,437252.34,190310.33,246942.01,251266.19,42847.52,10051.17,1801.9
C013,2021Q1,260084.76,33238.43,25066.88,534570.42,102262.05,432308.37,265414.4,51162.14,31496.37,381.44
C013,2021Q2,261296.03,42410.4,23247.13,314279.67,117742.34,196537.32,107684.58,53697.4,39152.64,396.47
C013,2021Q3,272383.76,50647.99,36709.0,467370.46,135489.85,331880.61,144986.45,42645.71,59567.79,2075.79
C013,2021Q4,288863.95,49426.68,34464.86,662766.33,194963.04,467803.29,223429.96,70926.19,54906.02,1202.94
C013,2022Q1,280878.45,48426.82,37915.26,746341.67,158343.82,587997.85,215962.05,85522.25,60138.64,2078.67
C013,2022Q2,303353.49,55423.48,41421.04,420375.43,95528.33,324847.09,135446.21,26562.41,47376.99,753.67
C013,2022Q3,300725.73,49186.62,35050.26,500406.92,112203.76,388203.16,295143.3,29125.63,26582.54,1757.81
C013,2022Q4,305537.15,44565.5,38023.33,409798.87,127940.3,281858.57,164391.3,61415.51,39064.59,971.99
C013,2023Q1,320997.46,49066.55,38050.56,575028.48,177857.67,397170.81,240155.11,88383.31,46246.07,1186.03
C013,2023Q2,336004.0,53900.47,37414.83,616602.52,172540.66,444061.86,221895.1,36576.13,43822.85,1414.16
C013,2023Q3,353678.8,52135.74,30616.4,750935.56,226781.35,524154.22,357899.53,46707.71,37902.56,1562.36
C013,2023Q4,396074.03,61790.37,34759.17,905099.64,308989.7,596109.94,301838.11,144694.08,52586.76,1095.83
C013,2024Q1,361897.25,44432.47,32188.99,1043005.18,264722.46,778282.72,620464.98,96786.47,34059.62,2808.67
C013,2024Q2,372820.83,53436.71,37633.44,494918.7,115773.34,379145.36,138730.84,32647.64,48729.63,2079.84
C013,2024Q3,377482.52,60094.41,32894.48,1066067.17,334258.36,731808.81,338090.57,83359.57,65396.55,4803.3
C013,2024Q4,381856.8,66595.41,49247.15,900282.09,255102.38,645179.71,538392.16,86319.1,45610.85,2680.9
C013,2025Q1,391361.77,55132.06,37030.8,1074387.52,383755.57,690631.95,387603.59,165954.02,65685.28,5909.15
C013,2025Q2,423122.61,65629.42,42714.0,979552.65,275505.23,704047.42,525928.72,70150.4,66409.56,1344.44
C013,2025Q3,441094.47,71180.62,57368.53,615750.38,140132.56,475617.82,208129.6,48168.49,75263.2,934.41
C013,2025Q4,506076.52,87675.85,65532.6,900062.7,208155.91,691906.79,506572.77,45867.17,92902.73,3745.92
C014,2021Q1,245673.73,44195.51,34334.45,662100.25,376185.07,285915.18,332719.3,97877.17,31639.66,3314.53
C014,2021Q2,263087.53,48124.51,33846.75,412360.9,234186.3,178174.6,212434.39,66995.09,52347.29,3469.1
C014,2021Q3,265084.33,47111.85,34150.38,557620.28,275900.56,281719.72,262202.51,129602.27,54338.43,1770.5
C014,2021Q4,271120.3,57946.16,34751.39,549509.16,196247.45,353261.71,185290.89,35995.39,51789.69,680.46
C014,2022Q1,298671.89,48149.72,38693.5,820788.83,290181.62,530607.21,299566.5,69478.31,31637.38,3626.28
C014,2022Q2,303498.83,51177.44,30357.08,546425.15,262654.04,283771.11,180711.1,111702.36,51805.91,960.76
C014,2022Q3,304702.88,50153.65,30505.12,628031.06,305333.63,322697.43,296628.03,104379.68,47175.67,4942.34
C014,2022Q4,319302.85,53338.72,29315.78,716987.91,373626.96,343360.95,416871.4,93532.07,64157.33,2470.1
C014,2023Q1,337763.82,70170.22,43399.85,726043.22,401634.82,324408.4,400938.07,113113.88,67307.94,4835.53
C014,2023Q2,374253.52,75197.51,47774.42,636361.61,329059.78,307301.84,265692.32,120804.91,101577.71,3395.78
C014,2023Q3,382131.44,59789.04,48564.08,1067488.98,458319.52,609169.46,429691.36,211184.36,54826.31,8214.16
C014,2023Q4,398429.18,52945.55,43640.95,589675.36,278736.57,310938.8,258688.17,136461.63,23051.63,3986.08
C014,2024Q1,400029.09,64573.78,44339.78,855794.83,396554.89,459239.94,353108.01,102752.42,70428.94,2972.06
C014,2024Q2,407528.94,58734.22,43298.08,1132939.9,481793.59,651146.31,633233.45,246429.86,51191.3,3445.81
C014,2024Q3,402698.25,74588.37,47314.77,1126424.56,506473.4,619951.16,454613.41,212755.99,62188.95,7189.0
C014,2024Q4,435797.05,69975.27,37734.98,914360.81,389434.52,524926.29,358811.28,70560.41,78483.81,6228.05
C014,2025Q1,449689.37,80475.26,70937.05,802991.54,362663.15,440328.39,362039.56,99805.88,47793.98,3585.89
C014,2025Q2,450982.73,101503.83,87483.99,885208.57,397659.73,487548.84,233704.32,114666.51,85395.3,4538.46
C014,2025Q3,490619.66,88538.06,76354.91,926557.51,403237.27,523320.24,446564.72,100056.02,61115.16,4626.11
C014,2025Q4,510717.48,112248.28,93206.34,666811.44,302852.83,363958.6,365074.26,138748.62,116588.61,2829.73
C015,2021Q1,179361.6,30751.02,25493.18,445892.44,234315.17,211577.26,230206.72,57590.18,34432.27,1766.72
C015,2021Q2,176569.67,31819.82,21100.24,412446.1,180946.91,231499.19,192155.59,98944.9,22211.5,794.06
C015,2021Q3,179535.21,37830.77,25963.38,321337.87,144875.14,176462.73,121356.57,47307.79,23043.33,1318.84
C015,2021Q4,186776.36,35486.98,24339.41,467301.23,166386.87,300914.36,159489.8,39850.61,29824.73,2233.9
C015,2022Q1,201520.32,45953.72,35686.61,470046.9,237320.07,232726.83,276335.84,108851.23,47912.73,3931.29
C015,2022Q2,215335.78,41713.48,34328.09,415026.69,204008.74,211017.95,230938.8,60551.4,41145.37,2439.95
C015,2022Q3,217499.35,46844.18,28405.17,549071.96,261155.65,287916.3,176022.34,91024.87,51982.59,2302.13
C015,2022Q4,232848.43,43850.97,26529.78,337424.44,140987.31,196437.14,175413.36,43878.43,24501.43,2153.11
C015,2023Q1,236057.02,48062.54,31702.18,479675.15,191783.38,287891.77,120999.69,100689.08,44549.7,2926.78
C015,2023Q2,251527.53,43405.61,25459.19,368343.92,163048.63,205295.29,202734.34,78739.39,36602.81,1150.81
C015,2023Q3,253617.29,50463.98,36755.94,582840.65,269542.59,313298.06,159411.19,116864.67,35701.63,3800.32
C015,2023Q4,256427.87,41638.55,24804.22,363639.19,149219.65,214419.54,151583.49,58500.9,50991.69,448.36
C015,2024Q1,282394.51,50575.43,39101.01,494137.51,273317.13,220820.38,169335.17,146716.61,40393.45,1864.98
C015,2024Q2,304469.05,52850.62,38202.45,534675.32,274287.62,260387.7,327762.07,67237.78,34569.46,3168.82
C015,2024Q3,297346.54,63548.58,45871.06,781230.37,347285.38,433944.99,281409.88,140466.88,51566.56,6052.22
C015,2024Q4,316367.52,67495.31,43726.15,568003.5,211449.82,356553.68,281146.2,106831.1,47461.67,2760.58
C015,2025Q1,320935.71,59512.07,35355.77,465888.4,220486.87,245401.53,202874.03,110069.01,45971.99,3910.0
C015,2025Q2,357310.93,65339.55,48399.41,726126.91,378104.8,348022.1,296179.92,178737.42,61524.18,4366.2
C015,2025Q3,373394.9,73740.21,53767.19,484608.8,184426.37,300182.43,198101.37,81580.29,35628.83,1346.94
C015,2025Q4,381982.75,74372.03,56584.94,465131.52,191431.76,273699.76,242749.52,88906.68,48482.02,1783.97
C016,2021Q1,78252.22,5326.33,2329.07,118210.7,74789.75,43420.95,49011.73,29810.17,5334.87,452.01
C016,2021Q2,80423.83,7172.11,5206.17,218448.0,141906.3,76541.7,121881.94,57843.86,9215.07,1594.62
C016,2021Q3,85856.76,9808.77,6669.05,105245.21,69652.81,35592.4,33915.54,32364.32,11942.58,319.25
C016,2021Q4,90440.89,12380.85,5845.79,190986.57,129881.86,61104.71,111618.09,63712.55,9343.42,1894.2
C016,2022Q1,90392.47,9024.96,7178.53,119006.41,73419.68,45586.73,64997.31,37163.46,10763.09,1218.38
C016,2022Q2,97829.71,11979.83,9750.38,237068.53,145847.52,91221.01,128365.14,74654.8,14094.48,838.2
C016,2022Q3,102627.15,16183.58,8870.41,164969.62,98831.46,66138.16,46126.69,51098.87,19338.21,993.24
C016,2022Q4,97101.71,10858.9,6665.29,233364.84,140831.54,92533.3,120848.7,29915.5,15733.31,1404.79
C016,2023Q1,101444.81,8848.41,5005.55,254856.52,160209.42,94647.1,112689.7,82617.89,8415.73,1475.36
C016,2023Q2,104751.32,9861.55,6985.08,246617.81,130568.04,116049.77,109434.69,61850.82,6383.07,1078.62
C016,2023Q3,103069.48,12989.98,8245.41,241244.09,161082.9,80161.2,90022.81,67935.87,10879.62,2595.03
C016,2023Q4,105960.08,9621.5,8032.61,145184.3,94537.28,50647.02,89738.23,47224.4,5434.66,345.07
C016,2024Q1,108001.94,5694.32,3875.05,281306.93,140296.04,141010.89,83680.38,35383.13,4945.36,672.23
C016,2024Q2,111962.01,11050.71,7575.15,228094.58,133212.34,94882.25,79014.39,31768.29,15098.55,2330.84
C016,2024Q3,116064.11,9215.3,7614.95,166578.72,99773.3,66805.41,70296.6,50496.65,11961.7,736.68
C016,2024Q4,116071.58,10442.76,8379.6,231188.74,144452.88,86735.86,121683.26,42161.02,8158.04,2208.83
C016,2025Q1,119899.07,10164.32,5907.81,314284.77,210647.8,103636.98,147682.24,49430.52,9091.24,1466.71
C016,2025Q2,121800.63,13430.71,9481.3,161749.1,97894.31,63854.79,58921.83,18143.82,4244.75,749.48
C016,2025Q3,122472.71,12848.98,9989.95,192984.87,120828.49,72156.38,72877.3,28914.36,13028.71,1339.8
C016,2025Q4,131481.75,16234.57,11292.24,360721.1,243472.35,117248.75,140401.26,96135.24,21354.8,3720.9
C017,2021Q1,341699.0,7189.44,4810.07,961169.6,570535.34,390634.25,557973.44,130756.8,13722.46,9166.39
C017,2021Q2,369185.6,13390.09,11113.41,581161.89,320619.77,260542.12,242767.69,58375.82,13471.39,2850.72
C017,2021Q3,387627.45,19838.05,10886.78,997719.8,527950.66,469769.13,483886.01,173781.83,11176.65,4216.33
C017,2021Q4,407564.03,21538.11,17073.4,922697.9,397321.47,525376.43,254121.02,197380.77,16739.04,4605.18
C017,2022Q1,413726.88,26501.57,19281.58,1180439.62,492445.92,687993.71,529886.19,204950.24,9621.87,2938.18
C017,2022Q2,450087.59,11716.42,7521.45,1268565.3,700136.98,568428.32,675115.51,226200.95,19268.7,2104.79
C017,2022Q3,480237.49,-4988.13,-4307.18,1168272.14,626800.18,541471.96,434365.52,170086.25,-3750.51,3602.67
C017,2022Q4,497708.34,26071.7,21520.33,1278117.31,594903.05,683214.26,489044.22,169382.0,5718.31,5811.73
C017,2023Q1,511516.91,14560.63,10288.42,914431.08,514346.01,400085.07,560512.37,173417.08,5420.04,4826.19
C017,2023Q2,520884.89,19089.74,10633.03,1262145.56,658774.85,603370.71,606415.03,267496.28,21098.86,3901.65
C017,2023Q3,532225.47,18570.1,10054.02,996753.76,589812.03,406941.73,260765.64,290800.15,15945.65,3960.69
C017,2023Q4,559181.96,14239.31,10101.94,1132579.5,534583.26,597996.24,472660.68,182018.79,-7754.41,8167.09
C017,2024Q1,575919.09,-3834.42,-3446.4,854643.75,501404.7,353239.05,510135.19,269005.08,-4270.81,7771.07
C017,2024Q2,615830.67,3731.98,2900.85,795854.89,384865.74,410989.15,332441.2,188659.26,-11647.4,1370.13
C017,2024Q3,649093.2,21633.41,17387.56,1628303.35,842084.63,786218.72,641766.46,178569.52,34153.45,8900.82
C017,2024Q4,668157.61,31267.0,24934.24,1118538.36,449685.58,668852.77,364236.57,164064.59,20036.36,6222.72
C017,2025Q1,715073.75,27325.28,20786.99,1504192.57,936384.17,567808.4,648057.28,376539.52,18490.33,14962.11
C017,2025Q2,744643.23,-11270.31,-9811.0,1434645.06,587031.71,847613.35,438772.29,260706.31,-9673.02,9516.98
C017,2025Q3,771465.17,24295.2,19102.44,1284590.63,617554.68,667035.96,562583.08,219022.46,21523.83,6670.07
C017,2025Q4,839586.4,52537.53,33716.65,1430109.04,751035.11,679073.94,511713.56,263796.44,79788.4,9672.26
C018,2021Q1,108946.76,8892.5,4439.59,281437.08,55772.25,225664.83,91985.58,10088.77,10829.14,773.21
C018,2021Q2,116436.85,9270.72,4835.23,179885.16,41508.54,138376.61,90956.08,12712.34,9635.28,611.95
C018,2021Q3,122316.93,6655.88,4797.43,227571.91,50717.14,176854.78,83348.91,25160.9,1066.45,845.11
C018,2021Q4,127528.17,10253.91,5824.97,212338.72,41715.51,170623.21,111751.8,14794.59,11120.45,571.21
C018,2022Q1,124869.56,11419.05,7119.63,270510.37,82045.22,188465.16,72174.71,38759.5,14064.34,674.01
C018,2022Q2,127632.67,13131.38,11285.86,297403.47,86523.42,210880.05,92008.28,42717.94,6700.68,872.2
C018,2022Q3,128576.14,13748.25,6802.86,280051.84,70373.33,209678.51,85394.51,17337.67,15784.57,706.67
C018,2022Q4,129015.81,14437.99,12437.58,160608.29,37275.88,123332.41,45120.33,10489.62,15379.27,140.16
C018,2023Q1,124632.83,12385.36,8569.12,328760.95,57968.54,270792.41,150249.83,25911.94,14410.18,382.84
C018,2023Q2,135913.67,10329.62,6679.37,381282.23,104207.96,277074.27,192708.64,40938.0,5553.56,1716.84
C018,2023Q3,138943.48,7954.29,5716.02,308869.99,96253.13,212616.87,97565.2,34385.16,5707.55,1684.53
C018,2023Q4,140085.77,7966.38,5354.06,195345.75,48923.73,146422.02,60390.99,22059.65,7165.85,309.04
C018,2024Q1,142408.58,9306.56,7425.36,235522.72,49623.97,185898.75,82700.43,8985.03,8273.83,826.08
C018,2024Q2,138843.94,12388.94,7670.88,332415.19,90642.49,241772.71,130583.46,17110.23,9081.08,732.89
C018,2024Q3,150171.18,13822.33,9261.22,276428.97,50844.19,225584.78,167171.2,23976.91,8419.11,826.37
C018,2024Q4,161611.39,22468.01,14014.14,313468.99,61582.66,251886.34,94279.93,21012.32,24274.62,607.21
C018,2025Q1,167733.7,18296.45,12331.36,218044.16,52895.39,165148.76,120516.35,18450.6,17906.01,256.41
C018,2025Q2,166862.88,14620.49,9752.49,244868.89,66304.05,178564.84,138803.69,19573.84,14390.78,1033.52
C018,2025Q3,173637.83,18833.31,12773.55,289579.68,66476.88,223102.8,134318.6,31794.69,21893.75,993.23
C018,2025Q4,173681.56,15427.37,8288.45,237474.15,31781.05,205693.1,105573.92,11076.38,16520.28,224.53
C019,2021Q1,76550.61,13816.92,8570.76,142862.31,85036.71,57825.6,66531.81,29927.31,16826.78,746.42
C019,2021Q2,80488.76,16657.8,11326.35,195002.53,106922.97,88079.56,109809.15,34073.91,13607.03,1253.89
C019,2021Q3,82026.3,14973.2,8797.1,206198.01,117256.37,88941.64,124032.16,39517.17,16100.42,854.43
C019,2021Q4,87459.68,17697.52,14699.31,109917.94,70262.54,39655.39,50186.52,13036.58,17236.11,995.65
C019,2022Q1,90470.98,17590.38,14036.63,260919.79,119490.51,141429.28,97981.36,48089.04,15062.41,1106.85
C019,2022Q2,88391.87,20149.18,12973.19,122951.92,66619.97,56331.94,71942.87,14092.26,14781.83,554.12
C019,2022Q3,96437.42,18171.69,13035.82,169537.9,102538.94,66998.96,49204.19,20843.06,18645.64,1540.89
C019,2022Q4,103155.5,19905.98,12079.78,145514.3,90705.19,54809.12,37124.14,36525.83,26044.8,989.27
C019,2023Q1,102179.66,17634.59,12319.57,251135.7,147727.35,103408.35,123505.55,41911.35,17006.89,2195.97
C019,2023Q2,100007.96,23006.4,17515.01,238486.9,128476.17,110010.73,121985.33,66171.96,25472.67,907.35
C019,2023Q3,105526.02,18590.55,15025.0,300118.41,187881.91,112236.5,145204.73,83656.83,15662.75,2113.78
C019,2023Q4,104432.76,19898.47,14155.35,262663.16,121560.82,141102.34,89841.58,64664.44,18504.04,1861.18
C019,2024Q1,104250.22,19776.27,14832.55,126018.6,66074.52,59944.07,37470.19,18192.39,23163.82,988.04
C019,2024Q2,100864.65,18692.33,15322.81,260197.53,151099.48,109098.05,65173.57,56733.05,14034.15,465.77
C019,2024Q3,93363.53,12307.36,7397.82,127980.38,68931.3,59049.08,60392.61,18810.86,11259.03,207.78
C019,2024Q4,95762.37,18340.24,13928.76,128800.78,76739.49,52061.3,78043.51,41137.56,17209.66,817.29
C019,2025Q1,92703.81,18303.16,13098.09,138120.56,78242.15,59878.42,48499.24,15873.51,16737.06,1079.37
C019,2025Q2,91793.38,17065.67,9156.21,128187.99,65727.84,62460.15,70419.7,32232.32,16998.43,820.86
C019,2025Q3,92382.05,18979.02,14434.66,186066.39,119263.01,66803.38,62690.13,21919.44,14892.55,1380.89
C019,2025Q4,96505.53,23266.62,17429.85,248126.0,135273.64,112852.36,97166.86,58885.88,15458.08,1215.75
C020,2021Q1,347505.32,44172.93,34454.45,554494.61,361939.53,192555.08,170675.11,121664.93,48425.21,1600.94
C020,2021Q2,368892.02,30256.97,21455.09,909416.71,413216.2,496200.52,548536.7,103899.41,11129.99,4024.49
C020,2021Q3,370818.62,45974.78,32858.06,854412.13,415841.51,438570.62,215414.76,92620.29,49996.42,3275.33
C020,2021Q4,358430.93,40767.53,30932.94,595162.84,303329.25,291833.6,257290.03,143932.97,50380.84,4931.74
C020,2022Q1,361705.82,49487.28,29190.7,750266.47,393900.21,356366.26,370432.66,158557.12,49527.65,5263.81
C020,2022Q2,375173.59,52570.65,28829.68,572575.5,375039.91,197535.59,207334.53,98321.86,22605.48,4533.38
C020,2022Q3,401320.34,52801.04,36061.29,1081343.49,620675.37,460668.12,585114.61,249729.95,49199.17,9807.4
C020,2022Q4,403572.81,54976.33,40622.51,870155.58,444856.83,425298.76,320687.33,183590.88,51769.71,7073.38
C020,2023Q1,423344.59,37000.26,29428.03,621903.92,336515.62,285388.3,370043.79,174318.72,45755.56,3908.32
C020,2023Q2,418436.62,33973.6,28415.88,826717.22,471592.73,355124.49,475566.1,168140.29,24613.75,1928.28
C020,2023Q3,405994.29,38345.48,31201.47,803703.25,482152.46,321550.8,215045.57,93361.63,28064.59,6731.15
C020,2023Q4,429525.73,51663.31,33997.04,984493.27,466923.47,517569.8,294258.05,239862.87,51090.9,7549.64
C020,2024Q1,421957.28,39228.18,33696.22,857093.23,465317.88,391775.35,438930.69,108077.52,32011.27,4739.71
C020,2024Q2,412340.0,34078.62,20939.7,870697.31,543904.37,326792.93,394334.45,127263.01,27502.21,5105.65
C020,2024Q3,401817.45,43360.45,23934.87,660338.06,346296.29,314041.76,217880.85,156933.86,46827.73,3064.28
C020,2024Q4,385252.59,47049.04,35161.53,963315.69,590613.0,372702.69,274745.78,236332.56,56572.88,3597.64
C020,2025Q1,373103.51,46795.2,41653.05,827895.25,429903.73,397991.53,461988.52,180438.76,48419.25,1352.02
C020,2025Q2,392448.41,44038.04,23885.59,899428.5,527343.29,372085.21,304702.46,156221.04,42394.19,9142.7
C020,2025Q3,385650.05,44451.96,39166.95,602287.31,350526.2,251761.11,324682.65,140662.53,38074.66,2910.11
C020,2025Q4,393227.93,50226.89,40599.76,1000255.03,542375.33,457879.7,257299.09,129882.46,14113.78,9762.57
C021,2021Q1,218230.21,8614.65,6263.44,478401.89,238979.74,239422.15,216101.84,48265.37,13954.05,2554.03
C021,2021Q2,223460.26,10290.02,5217.85,561151.03,235355.9,325795.13,176075.06,52022.15,4726.93,866.85
C021,2021Q3,234641.8,14881.69,12342.99,403369.92,158077.28,245292.64,108996.91,35026.27,8630.83,2065.94
C021,2021Q4,244092.6,14328.8,9070.56,475491.38,190616.32,284875.06,274373.11,36894.73,12120.85,3364.39
C021,2022Q1,249507.3,20377.08,13336.8,658645.61,296798.41,361847.2,357341.79,114311.93,17509.41,5332.09
C021,2022Q2,263382.77,23478.57,17989.24,584709.22,181997.42,402711.8,359171.77,67278.81,20796.67,3236.74
C021,2022Q3,272019.86,18173.29,14599.98,643113.22,323449.2,319664.01,361742.0,96503.55,25302.4,1640.19
C021,2022Q4,293348.22,20615.69,15227.29,353303.79,97536.53,255767.26,212411.85,38221.65,14803.81,1631.27
C021,2023Q1,295576.83,18839.43,13683.82,462351.59,196597.38,265754.21,251314.62,91863.99,8501.03,1836.34
C021,2023Q2,303432.47,17927.74,15723.51,846604.76,376054.84,470549.92,358247.07,141239.69,5106.3,6269.7
C021,2023Q3,292665.71,20977.03,13630.66,366979.14,139335.0,227644.14,147192.05,36669.17,10479.99,1082.16
C021,2023Q4,308041.79,14530.79,8117.69,564995.36,247991.81,317003.55,232147.58,116148.55,21502.87,1762.06
C021,2024Q1,320074.85,18929.98,15397.22,448229.08,181317.69,266911.39,211569.01,42836.9,15332.19,1453.41
C021,2024Q2,329790.39,21382.98,16403.15,836850.94,425202.47,411648.47,376864.51,177950.6,12048.38,6740.62
C021,2024Q3,309247.34,20808.01,12490.79,505003.19,204381.4,300621.79,244869.09,37080.84,21920.12,3610.65
C021,2024Q4,306599.29,30111.08,17525.25,765778.14,299470.67,466307.47,334506.02,78612.86,17908.74,4012.03
C021,2025Q1,316353.45,12692.25,6647.2,583747.04,228810.18,354936.86,188080.04,109266.79,5833.3,1451.18
C021,2025Q2,320491.66,21810.92,15648.11,686477.67,273280.56,413197.11,418709.49,95267.75,18804.77,2121.57
C021,2025Q3,320223.98,17639.6,9118.39,712868.31,355537.81,357330.5,246989.14,158549.06,9060.98,5739.59
C021,2025Q4,326712.34,29952.69,20848.77,714881.67,343689.91,371191.76,247824.35,162587.45,34603.0,5369.75
C022,2021Q1,251943.91,4938.05,1857.39,635221.91,121576.36,513645.56,381711.57,34180.6,-2917.79,1656.75
C022,2021Q2,259610.27,-2395.77,-2118.36,600997.65,169102.91,431894.74,166714.22,90405.32,-4756.52,2089.17
C022,2021Q3,257881.27,4383.27,1910.7,692342.96,108504.31,583838.66,424227.18,55054.39,5914.68,1022.38
C022,2021Q4,265489.46,11998.5,8964.71,570114.43,30337.65,539776.78,178524.73,12452.33,13702.27,195.15
C022,2022Q1,274963.13,15679.36,12503.46,616936.96,113518.77,503418.2,167597.04,55617.55,23857.88,777.07
C022,2022Q2,297390.57,12964.18,10749.21,378521.99,65150.09,313371.9,115641.8,24381.19,6159.41,1074.52
C022,2022Q3,293660.15,11574.72,5666.95,825226.27,116662.42,708563.85,468063.14,45222.47,22487.97,1861.87
C022,2022Q4,308735.48,12605.38,5784.08,739125.71,86823.15,652302.57,407758.52,42615.51,16126.35,1197.78
C022,2023Q1,318802.47,15074.56,8160.82,606492.05,182045.46,424446.6,260931.11,58836.34,23587.29,2161.98
C022,2023Q2,319417.23,15195.76,12454.35,606271.77,52235.31,554036.46,254258.07,27398.8,24116.01,923.0
C022,2023Q3,315607.96,1564.18,-137.37,851926.64,141479.15,710447.49,286438.62,53948.88,8395.59,756.76
C022,2023Q4,330991.55,3808.01,2632.5,533656.62,56970.51,476686.11,328708.45,14691.69,-5419.01,664.37
C022,2024Q1,347376.62,6340.71,5518.04,924107.33,222646.0,701461.33,411901.31,77321.47,11616.17,1268.02
C022,2024Q2,349553.0,3661.3,827.28,851924.97,148914.81,703010.16,508557.95,58892.37,405.13,2067.1
C022,2024Q3,349734.24,17049.66,10929.06,956456.04,202378.65,754077.39,530809.99,55777.81,19598.23,741.29
C022,2024Q4,380435.13,11688.4,5933.55,516490.02,86575.33,429914.69,228602.37,33974.81,-3007.48,1524.12
C022,2025Q1,414948.7,15533.76,11065.04,1186503.68,321218.13,865285.55,469093.59,172471.87,22387.68,3563.82
C022,2025Q2,430353.4,16633.75,8647.51,1195791.23,401077.49,794713.74,575014.88,191161.42,34494.53,1888.9
C022,2025Q3,420832.11,19370.1,14124.17,770146.64,154253.74,615892.9,288009.65,64144.55,16531.83,2714.85
C022,2025Q4,432591.59,11909.78,9224.88,1196331.18,225975.77,970355.41,359970.1,99044.23,12591.73,2900.02
C023,2021Q1,280631.4,15797.2,9283.79,371637.39,274153.08,97484.31,100101.21,89380.25,6669.53,4249.49
C023,2021Q2,278834.56,13233.7,10244.93,426849.51,351146.13,75703.38,161879.6,126546.54,20664.94,4878.14
C023,2021Q3,272659.44,10619.37,7456.02,404911.93,304577.74,100334.2,238301.78,94194.47,13333.47,5249.99
C023,2021Q4,295703.61,20818.21,13885.62,588098.79,424513.35,163585.44,173012.93,185065.85,6828.05,7452.35
C023,2022Q1,291029.46,5594.37,3761.3,618460.29,428486.53,189973.75,369396.61,214571.28,11199.91,4936.3
C023,2022Q2,304050.14,7356.35,3627.59,744006.64,564650.19,179356.45,341955.69,241998.02,-1953.98,6019.1
C023,2022Q3,321565.96,15877.22,12044.51,449030.22,326402.63,122627.59,140799.89,167566.36,6682.93,3689.93
C023,2022Q4,318330.05,10112.73,6847.28,773342.42,528849.32,244493.11,310405.67,177956.68,10556.66,2445.84
C023,2023Q1,323869.8,14765.29,9282.5,422153.4,333983.71,88169.69,191029.18,153631.95,11584.26,3525.81
C023,2023Q2,326604.62,3474.92,1894.99,745592.5,566867.66,178724.84,210898.09,275641.96,-2977.8,4539.87
C023,2023Q3,322453.51,11839.44,9518.1,391273.42,294205.26,97068.16,225537.8,123199.68,11780.82,2738.14
C023,2023Q4,338960.1,8780.27,5042.57,470377.06,314295.97,156081.1,281522.54,67148.04,1230.81,1875.67
C023,2024Q1,341926.87,-2995.65,-3188.03,636847.87,462938.25,173909.62,282325.55,145134.75,-4927.11,4281.11
C023,2024Q2,338336.2,12827.08,9841.51,850984.77,597693.67,253291.1,509336.93,121611.0,7422.22,3649.15
C023,2024Q3,329179.98,8309.2,3356.79,485636.53,384383.42,101253.11,243789.7,108920.91,-1315.71,6609.37
C023,2024Q4,322433.28,6054.7,4238.13,725393.68,613471.13,111922.55,441057.74,204716.17,-8057.27,9394.08
C023,2025Q1,351805.27,28296.41,24692.6,575911.95,457721.15,118190.8,145568.43,135590.67,42801.59,4835.63
C023,2025Q2,340229.48,15300.44,8078.43,834561.57,566954.88,267606.68,478699.18,165972.24,23262.72,3801.6
C023,2025Q3,340473.38,11329.13,6291.7,712194.45,496035.41,216159.04,246565.22,203394.33,13738.0,4178.59
C023,2025Q4,345671.37,18156.14,8855.19,683069.16,549494.87,133574.28,366088.49,233127.12,10226.4,5031.98
C024,2021Q1,315586.24,7093.6,3136.33,685105.33,194654.68,490450.65,216407.23,87368.33,6635.66,1156.63
C024,2021Q2,317478.43,22554.3,11390.39,439162.68,138254.01,300908.67,152089.61,44957.67,19785.95,1004.93
C024,2021Q3,337493.33,23499.22,14052.42,967068.07,276961.58,690106.5,364791.0,71165.18,12557.94,3173.26
C024,2021Q4,336054.34,23474.02,16381.41,441535.12,123216.95,318318.17,271381.98,30489.49,18773.78,1806.55
C024,2022Q1,326025.31,22278.89,17859.21,408927.06,127220.18,281706.88,178789.75,38274.73,10148.56,1894.23
C024,2022Q2,341868.29,36522.1,25466.38,484997.35,123815.98,361181.37,127612.37,38329.25,38804.17,1833.06
C024,2022Q3,356828.22,9203.67,6180.91,735600.91,196377.38,539223.54,453416.38,61448.33,2721.56,1247.06
C024,2022Q4,363027.13,23103.83,11685.8,540647.37,197026.87,343620.5,248652.0,64732.9,17621.33,2892.58
C024,2023Q1,366570.21,21982.7,14721.08,811006.1,146474.84,664531.26,283746.78,62433.82,14606.04,2192.56
C024,2023Q2,353399.13,12763.28,7725.58,944571.21,171925.47,772645.74,444426.29,40940.22,15805.59,2389.68
C024,2023Q3,358744.91,11609.35,7669.57,721659.38,139479.04,582180.34,216636.4,46205.71,6575.41,685.85
